Tile_+004_+018.obj,-2226,36.99995,336.501
Tile_+005_+019_L20_0000400.obj,-2132.69,205.75,291.225
Tile_+005_+019_L20_0000410.obj,-2094.755,205.75,294.5065
Tile_+005_+019_L20_0000420.obj,-2132.69,243.6875,287.385
Tile_+005_+019_L20_0000430.obj,-2094.755,243.6875,290.375
Tile_+005_+019_L20_0000500.obj,-2132.69,205.75,384.5755
Tile_+005_+019_L20_0000510.obj,-2094.755,205.76,383.9405
Tile_+005_+019_L20_0000520.obj,-2132.69,243.6875,379.814
Tile_+005_+019_L20_0000530.obj,-2094.755,243.6875,378.1015
Tile_+005_+019_L20_0000600.obj,-2057.255,205.75,296.309
Tile_+005_+019_L20_0000610.obj,-2019.315,205.75,300.1465
Tile_+005_+019_L20_0000620.obj,-2057.255,243.6875,292.357
Tile_+005_+019_L20_0000630.obj,-2019.315,243.6875,301.042
Tile_+005_+019_L20_0000700.obj,-2057.255,206.4465,383.446
Tile_+005_+019_L20_0000710.obj,-2057.255,243.899,382.756
Tile_+005_+019_L20_0000720.obj,-2019.315,207.532,385.1505
Tile_+005_+019_L20_0000730.obj,-2019.315,244.2605,384.9465
Tile_+005_+020.obj,-2076,337,337.352
Tile_+005_+020_L14_0.obj,-2076,337,337.352
Tile_+005_+020_L15_00.obj,-2076,337,337.352
Tile_+005_+020_L16_000.obj,-2076,337,339.003
Tile_+005_+020_L17_0000.obj,-2076,337,339.003
Tile_+005_+020_L18_00000t7.obj,-2076,337,339.003
Tile_+005_+020_L19_000000t3.obj,-2113.875,299.125,288.774
Tile_+005_+020_L19_000010t3.obj,-2113.875,299.125,375.0185
Tile_+005_+020_L19_000020t3.obj,-2038.125,299.125,301.033
Tile_+005_+020_L19_000030t3.obj,-2038.125,299.125,379.5205
Tile_+005_+020_L19_000040t3.obj,-2113.875,374.875,289.42
Tile_+005_+020_L19_000050t3.obj,-2113.875,374.875,379.6035
Tile_+005_+020_L19_000060t3.obj,-2038.125,374.875,299.3155
Tile_+005_+020_L19_000070t3.obj,-2038.125,374.875,377.6075
Tile_+005_+020_L20_0000000.obj,-2132.69,280.3125,287.2635
Tile_+005_+020_L20_0000010.obj,-2094.755,280.3125,290.182
Tile_+005_+020_L20_0000020.obj,-2132.69,318.25,287.498
Tile_+005_+020_L20_0000030.obj,-2094.755,318.25,289.7595
Tile_+005_+020_L20_0000100.obj,-2132.69,280.3125,378.5495
Tile_+005_+020_L20_0000110.obj,-2094.755,280.3125,373.6915
Tile_+005_+020_L20_0000120.obj,-2132.69,318.25,377.124
Tile_+005_+020_L20_0000130.obj,-2094.755,318.25,374.5635
Tile_+005_+020_L20_0000200.obj,-2057.255,280.3125,291.766
Tile_+005_+020_L20_0000210.obj,-2019.315,280.3125,301.652
Tile_+005_+020_L20_0000220.obj,-2057.255,318.25,292.9985
Tile_+005_+020_L20_0000230.obj,-2019.315,318.25,298.6965
Tile_+005_+020_L20_0000300.obj,-2058.21,280.3125,375.983
Tile_+005_+020_L20_0000310.obj,-2019.1,280.3125,383.1485
Tile_+005_+020_L20_0000320.obj,-2057.255,318.25,376.8445
Tile_+005_+020_L20_0000330.obj,-2019.315,318.25,377.374
Tile_+005_+020_L20_0000400.obj,-2132.69,355.75,287.5555
Tile_+005_+020_L20_0000410.obj,-2094.755,355.75,290.1535
Tile_+005_+020_L20_0000420.obj,-2132.69,393.6875,287.974
Tile_+005_+020_L20_0000430.obj,-2094.755,393.6875,290.481
Tile_+005_+020_L20_0000500.obj,-2132.69,355.75,376.531
Tile_+005_+020_L20_0000510.obj,-2094.755,355.75,380.8835
Tile_+005_+020_L20_0000520.obj,-2132.69,393.6875,375.578
Tile_+005_+020_L20_0000530.obj,-2094.755,393.6875,378.36
Tile_+005_+020_L20_0000600.obj,-2057.255,355.75,298.675
Tile_+005_+020_L20_0000610.obj,-2019.315,355.75,300.4675
Tile_+005_+020_L20_0000620.obj,-2057.255,393.6875,298.6065
Tile_+005_+020_L20_0000630.obj,-2019.315,393.6875,300.7285
Tile_+005_+020_L20_0000700.obj,-2057.255,355.75,378.668
Tile_+005_+020_L20_0000710.obj,-2019.315,355.75,376.752
Tile_+005_+020_L20_0000720.obj,-2057.255,393.6875,377.3415
Tile_+005_+020_L20_0000730.obj,-2019.315,393.6875,374.518
Tile_+006_+018.obj,-1926,36.99995,348.6805
Tile_+006_+018_L14_0.obj,-1926,36.99995,347.849
Tile_+006_+018_L15_00.obj,-1926,36.99995,347.1955
Tile_+006_+018_L16_000.obj,-1926,36.99995,347.1005
Tile_+006_+018_L17_0000.obj,-1926,36.99995,347.155
Tile_+006_+018_L18_00000t7.obj,-1926,36.99995,347.0085
Tile_+006_+018_L19_000000t3.obj,-1963.875,-0.87505,305.9095
Tile_+006_+018_L19_000010t3.obj,-1963.875,-0.87505,390.417
Tile_+006_+018_L19_000020t3.obj,-1888.125,-0.87505,310.866
Tile_+006_+018_L19_000030t3.obj,-1888.125,-0.87505,387.8195
Tile_+006_+018_L19_000040t3.obj,-1963.875,74.875,304.2345
Tile_+006_+018_L19_000050t3.obj,-1963.875,74.875,385.5295
Tile_+006_+018_L19_000060t3.obj,-1888.125,74.875,310.8385
Tile_+006_+018_L19_000070t3.obj,-1888.125,74.875,387.3365
Tile_+006_+018_L20_0000000.obj,-1982.69,-19.6875465,305.025
Tile_+006_+018_L20_0000010.obj,-1944.755,-19.6875465,306.8155
Tile_+006_+018_L20_0000020.obj,-1982.69,18.2499965,304.5635
Tile_+006_+018_L20_0000030.obj,-1944.755,18.2499965,306.6295
Tile_+006_+018_L20_0000100.obj,-1982.69,-20.05281,391.4945
Tile_+006_+018_L20_0000110.obj,-1944.755,-19.6875465,389.49
Tile_+006_+018_L20_0000120.obj,-1982.655,19.93941,389.1635
Tile_+006_+018_L20_0000130.obj,-1945.51,18.2499965,389.0115
Tile_+006_+018_L20_0000200t2.obj,-1907.255,-19.6875465,304.9695
Tile_+006_+018_L20_0000210t2.obj,-1869.315,-19.6875465,311.342
Tile_+006_+018_L20_0000220t2.obj,-1907.255,18.2499965,304.917
Tile_+006_+018_L20_0000230t2.obj,-1869.315,18.2499965,315.747
Tile_+006_+018_L20_0000300.obj,-1907.255,-19.6875465,387.7865
Tile_+006_+018_L20_0000310.obj,-1869.315,-19.6875465,386.9235
Tile_+006_+018_L20_0000320.obj,-1908.23,18.2499965,385.588
Tile_+006_+018_L20_0000330t1.obj,-1867.435,18.2499965,387.8225
Tile_+006_+018_L20_0000400.obj,-1982.69,55.75,303.548
Tile_+006_+018_L20_0000410.obj,-1944.755,55.75,304.7145
Tile_+006_+018_L20_0000420.obj,-1982.69,93.6875,304.2345
Tile_+006_+018_L20_0000430t3.obj,-1944.755,93.6875,305.3825
Tile_+006_+018_L20_0000500.obj,-1981.985,55.75,389.155
Tile_+006_+018_L20_0000510.obj,-1946.685,55.75,387.5115
Tile_+006_+018_L20_0000520.obj,-1982.69,93.6875,386.604
Tile_+006_+018_L20_0000530.obj,-1944.755,93.6875,384.5695
Tile_+006_+018_L20_0000600t2.obj,-1907.255,55.75,304.429
Tile_+006_+018_L20_0000610t3.obj,-1869.315,55.75,316.3085
Tile_+006_+018_L20_0000620.obj,-1907.255,93.6875,307.9435
Tile_+006_+018_L20_0000630.obj,-1869.315,93.6875,316.223
Tile_+006_+018_L20_0000700.obj,-1907.03,55.75,387.385
Tile_+006_+018_L20_0000710.obj,-1869.26,55.75,387.477
Tile_+006_+018_L20_0000720.obj,-1907.255,93.6875,386.8435
Tile_+006_+018_L20_0000730.obj,-1869.315,93.6875,387.0555
Tile_+006_+019.obj,-1926,187,306.1775
Tile_+006_+019_L14_0.obj,-1926,187,307.1945
Tile_+006_+019_L15_00.obj,-1926,187,307.1945
Tile_+006_+019_L16_000.obj,-1926,187,307.1945
Tile_+006_+019_L17_0000t1.obj,-1926,187,304.2425
Tile_+006_+019_L18_00000t4.obj,-1926,187,258.2465
Tile_+006_+019_L18_00010t7.obj,-1926,187,350.7035
Tile_+006_+019_L19_000000t3.obj,-1968.585,149.125,300.065
Tile_+006_+019_L19_000010t3.obj,-1904.135,149.125,298.5715
Tile_+006_+019_L19_000020t3.obj,-1963.875,224.875,300.1165
Tile_+006_+019_L19_000030.obj,-1858.6,247.672,219.617
Tile_+006_+019_L19_000040t3.obj,-1891.495,224.875,301.9505
Tile_+006_+019_L19_000100t3.obj,-1964.045,149.125,308.6025
Tile_+006_+019_L19_000110t3.obj,-1963.875,149.125,383.181
Tile_+006_+019_L19_000120t3.obj,-1888.125,149.125,315.5635
Tile_+006_+019_L19_000130t3.obj,-1892.26,145.323,384.949
Tile_+006_+019_L19_000140t3.obj,-1963.875,224.875,309.1875
Tile_+006_+019_L19_000150t2.obj,-1963.875,224.875,384.777
Tile_+006_+019_L19_000160t3.obj,-1888.125,224.875,323.4345
Tile_+006_+019_L19_000170.obj,-1912.01,214.8035,385.195
Tile_+006_+019_L20_0000000.obj,-1988,130.3125,300.0025
Tile_+006_+019_L20_0000010.obj,-1950.67,130.3125,300.7855
Tile_+006_+019_L20_0000020.obj,-1985.04,168.25,300.5125
Tile_+006_+019_L20_0000030.obj,-1951.81,168.25,300.7185
Tile_+006_+019_L20_0000100.obj,-1919.515,130.3125,301.8335
Tile_+006_+019_L20_0000110.obj,-1888.315,130.3125,302.7225
Tile_+006_+019_L20_0000120.obj,-1919.58,168.25,298.509
Tile_+006_+019_L20_0000130.obj,-1888.365,168.25,303.1805
Tile_+006_+019_L20_0000200.obj,-1982.69,205.75,300.054
Tile_+006_+019_L20_0000210.obj,-1944.755,205.75,300.3965
Tile_+006_+019_L20_0000220.obj,-1982.69,243.6875,300.055
Tile_+006_+019_L20_0000230.obj,-1944.755,243.6875,300.286
Tile_+006_+019_L20_0000400.obj,-1907.255,205.75,301.888
Tile_+006_+019_L20_0000410.obj,-1873.4,204.6655,303.564
Tile_+006_+019_L20_0000420.obj,-1913.76,243.6875,301.89
Tile_+006_+019_L20_0000430.obj,-1891.295,253.265,304.5675
Tile_+006_+019_L20_0001000.obj,-1982.71,130.3125,308.665
Tile_+006_+019_L20_0001010.obj,-1944.88,130.3125,307.7135
Tile_+006_+019_L20_0001020.obj,-1983.69,168.25,306.453
Tile_+006_+019_L20_0001030.obj,-1947.82,168.25,307.785
Tile_+006_+019_L20_0001100.obj,-1982.69,130.3125,386.3315
Tile_+006_+019_L20_0001110.obj,-1944.755,130.3125,382.515
Tile_+006_+019_L20_0001120.obj,-1982.69,168.25,381.8745
Tile_+006_+019_L20_0001130.obj,-1944.755,166.967,380.3865
Tile_+006_+019_L20_0001200.obj,-1907.255,130.3125,309.6065
Tile_+006_+019_L20_0001210.obj,-1869.315,130.3125,315.626
Tile_+006_+019_L20_0001220.obj,-1906.04,168.25,308.961
Tile_+006_+019_L20_0001230.obj,-1868.93,168.25,313.595
Tile_+006_+019_L20_0001300.obj,-1909.07,128.474,386.1335
Tile_+006_+019_L20_0001310.obj,-1909.07,162.672,380.497
Tile_+006_+019_L20_0001320.obj,-1875.265,126.0735,385.108
Tile_+006_+019_L20_0001330.obj,-1877.26,155.4705,383.624
Tile_+006_+019_L20_0001400.obj,-1982.69,205.75,309.25
Tile_+006_+019_L20_0001410.obj,-1944.755,201.8385,306.6175
Tile_+006_+019_L20_0001420.obj,-1983.47,243.6875,308.8895
Tile_+006_+019_L20_0001430.obj,-1952.565,245.9725,306.6725
Tile_+006_+019_L20_0001500.obj,-1981.79,243.6875,380.5115
Tile_+006_+019_L20_0001510.obj,-1982.69,205.75,379.8955
Tile_+006_+019_L20_0001520.obj,-1944.755,208.0385,385.0925
Tile_+006_+019_L20_0001600.obj,-1907.255,205.75,314.8455
Tile_+006_+019_L20_0001610.obj,-1869.315,205.75,314.137
Tile_+006_+019_L20_0001620.obj,-1906.15,243.6875,314.843
Tile_+006_+019_L20_0001630t1.obj,-1868.99,243.6875,323.5915
Tile_+006_+019_L20_0001700.obj,-1911.95,214.808,385.19
Tile_+006_+020.obj,-1926,337,345.4885
Tile_+006_+020_L14_0.obj,-1926,337,345.4885
Tile_+006_+020_L15_00.obj,-1926,337,344.3885
Tile_+006_+020_L16_000.obj,-1926,337,344.323
Tile_+006_+020_L17_0000.obj,-1926,337,344.1215
Tile_+006_+020_L18_00000t6.obj,-1926,337,344.0055
Tile_+006_+020_L19_000000t3.obj,-1888.125,299.125,321.078
Tile_+006_+020_L19_000010t3.obj,-1963.875,299.125,311.365
Tile_+006_+020_L19_000020t1.obj,-1987.87,288.4835,377.5265
Tile_+006_+020_L19_000030t3.obj,-1963.875,374.875,308.8285
Tile_+006_+020_L19_000040t2.obj,-1963.875,388.922,376.1305
Tile_+006_+020_L19_000050t3.obj,-1888.125,374.875,317.804
Tile_+006_+020_L19_000060t1.obj,-1902.88,400.313,378.0385
Tile_+006_+020_L20_0000000.obj,-1907.255,280.3125,312.8255
Tile_+006_+020_L20_0000010.obj,-1869.315,280.3125,323.6065
Tile_+006_+020_L20_0000020.obj,-1907.255,318.25,312.757
Tile_+006_+020_L20_0000030.obj,-1869.315,318.25,320.4575
Tile_+006_+020_L20_0000100.obj,-1982.69,280.3125,311.457
Tile_+006_+020_L20_0000110.obj,-1944.755,280.3125,300.723
Tile_+006_+020_L20_0000120.obj,-1982.69,318.25,300.7515
Tile_+006_+020_L20_0000130.obj,-1944.755,318.25,300.4995
Tile_+006_+020_L20_0000200.obj,-1987.87,275.117,380.808
Tile_+006_+020_L20_0000210.obj,-1988.61,302.4755,375.2045
Tile_+006_+020_L20_0000300.obj,-1982.69,355.75,308.852
Tile_+006_+020_L20_0000310.obj,-1944.755,355.75,301.3295
Tile_+006_+020_L20_0000320.obj,-1982.69,393.6875,301.712
Tile_+006_+020_L20_0000330.obj,-1944.755,393.6875,302.952
Tile_+006_+020_L20_0000400.obj,-1944.755,402.334,376.0485
Tile_+006_+020_L20_0000410.obj,-1986.225,372.849,375.829
Tile_+006_+020_L20_0000420.obj,-1982.69,401.444,374.241
Tile_+006_+020_L20_0000500.obj,-1907.255,355.75,312.5545
Tile_+006_+020_L20_0000510.obj,-1869.315,355.75,320.794
Tile_+006_+020_L20_0000520.obj,-1907.255,393.6875,311.923
Tile_+006_+020_L20_0000530.obj,-1869.315,393.6875,314.977
Tile_+006_+020_L20_0000600.obj,-1914.38,400.362,379.461
Tile_+006_+020_L20_0000610.obj,-1891.195,400.313,366.69
